1	0.8	4	5
2	0.8	4	5
3	0.8	4	5
4	1.0	5	5
5	1.0	5	5
6	0.8	4	5
7	0.8	4	5
8	0.2	1	5
9	0.8	4	5
10	0.8	4	5
11	0.2	1	5
12	0.8	4	5
13	0.8	4	5
14	1.0	5	5
15	0.8	4	5
16	0.4	2	5
17	0.8	4	5
18	1.0	5	5
19	0.8	4	5
20	1.0	5	5
21	1.0	5	5
22	1.0	5	5
23	0.8	4	5
24	1.0	5	5
25	1.0	5	5
26	1.0	5	5
27	0.8	4	5
28	0.8	4	5
29	0.8	4	5
30	0.6	3	5
31	0.8	4	5
32	1.0	5	5
33	1.0	5	5
34	0.8	4	5
35	1.0	5	5
36	1.0	5	5
37	0.6	3	5
38	1.0	5	5
39	1.0	5	5
40	0.8	4	5
41	1.0	5	5
42	0.8	4	5
43	1.0	5	5
44	1.0	5	5
45	1.0	5	5
46	1.0	5	5
47	1.0	5	5
48	0.8	4	5
49	0.8	4	5
50	1.0	5	5
51	0.6	3	5
52	0.6	3	5
53	1.0	5	5
54	0.4	2	5
55	0.8	4	5
56	0.4	2	5
57	1.0	5	5
58	0.8	4	5
59	0.6	3	5
60	1.0	5	5
61	0.8	4	5
62	0.8	4	5
63	0.6	3	5
64	0.8	4	5
65	1.0	5	5
66	0.8	4	5
67	0.8	4	5
68	0.8	4	5
69	0.8	4	5
70	0.6	3	5
71	0.8	4	5
72	1.0	5	5
73	0.6	3	5
74	0.8	4	5
75	1.0	5	5
76	0.8	4	5
77	0.2	1	5
78	1.0	5	5
79	1.0	5	5
80	1.0	5	5
81	1.0	5	5
82	0.6	3	5
83	1.0	5	5
84	1.0	5	5
85	1.0	5	5
86	1.0	5	5
87	1.0	5	5
88	1.0	5	5
89	1.0	5	5
90	1.0	5	5
91	1.0	5	5
92	1.0	5	5
93	1.0	5	5
94	1.0	5	5
95	0.8	4	5
96	1.0	5	5
97	0.8	4	5
98	1.0	5	5
99	0.6	3	5
100	1.0	5	5
141	0.8	4	5
142	0.8	4	5
143	0.8	4	5
144	0.6	3	5
145	1.0	5	5
146	1.0	5	5
147	1.0	5	5
148	1.0	5	5
149	0.8	4	5
150	1.0	5	5
151	0.8	4	5
152	0.6	3	5
153	0.8	4	5
154	0.8	4	5
155	0.8	4	5
156	1.0	5	5
157	1.0	5	5
158	1.0	5	5
159	1.0	5	5
160	1.0	5	5
161	1.0	5	5
162	1.0	5	5
163	1.0	5	5
164	0.8	4	5
165	0.8	4	5
