101	1.0	5	5
102	0.8	4	5
103	0.6	3	5
104	0.6	3	5
105	0.8	4	5
106	0.8	4	5
107	0.6	3	5
108	0.8	4	5
109	0.8	4	5
110	1.0	5	5
111	1.0	5	5
112	0.6	3	5
113	0.8	4	5
114	1.0	5	5
115	1.0	5	5
116	0.8	4	5
117	0.4	2	5
118	0.6	3	5
119	0.8	4	5
120	0.8	4	5
121	0.2	1	5
122	0.2	1	5
123	0.2	1	5
124	0.4	2	5
125	0.2	1	5
126	0.2	1	5
127	0.2	1	5
128	0.4	2	5
129	0.4	2	5
130	0.4	2	5
131	0.4	2	5
132	0.4	2	5
133	0.4	2	5
134	0.2	1	5
135	0.2	1	5
136	0.2	1	5
137	0.4	2	5
138	0.2	1	5
139	0.4	2	5
140	0.2	1	5
166	0.8	4	5
167	1.0	5	5
168	0.8	4	5
169	1.0	5	5
170	1.0	5	5
171	0.2	1	5
172	0.2	1	5
173	0.4	2	5
174	0.2	1	5
175	0.2	1	5
