1	0.7	7	10
2	0.7	7	10
3	0.8	8	10
4	1.0	10	10
5	0.9	9	10
6	0.9	9	10
7	0.9	9	10
8	0.8	8	10
9	1.0	8	8
10	0.5	5	10
11	0.8571428571428571	6	7
12	0.9	9	10
13	0.9	9	10
14	1.0	10	10
15	1.0	8	8
16	0.7	7	10
17	1.0	9	9
18	0.9	9	10
19	0.9	9	10
20	1.0	10	10
21	1.0	10	10
22	0.875	7	8
23	0.8	8	10
24	1.0	9	9
25	0.9	9	10
26	0.7	7	10
27	1.0	10	10
28	0.8333333333333334	5	6
29	1.0	10	10
30	0.8	8	10
31	0.9	9	10
32	1.0	10	10
33	1.0	10	10
34	1.0	10	10
35	1.0	10	10
36	0.9	9	10
37	1.0	10	10
38	1.0	10	10
39	0.9	9	10
40	0.8	8	10
41	1.0	10	10
42	0.8	8	10
43	0.9	9	10
44	0.9	9	10
45	0.8	8	10
46	1.0	10	10
47	0.9	9	10
48	0.9	9	10
49	0.8571428571428571	6	7
50	0.9	9	10
51	1.0	10	10
52	1.0	10	10
53	1.0	10	10
54	0.8	8	10
55	1.0	10	10
56	0.9	9	10
57	0.9	9	10
58	0.6	6	10
59	0.9	9	10
60	0.8	8	10
61	0.8	8	10
62	0.9	9	10
63	1.0	4	4
64	0.9	9	10
65	0.9	9	10
66	0.9	9	10
67	0.8	8	10
68	0.8	8	10
69	0.9	9	10
70	0.9	9	10
71	0.8	8	10
72	0.9	9	10
73	0.8	8	10
74	1.0	10	10
75	0.9	9	10
76	0.9	9	10
77	0.6	6	10
78	0.9	9	10
79	0.9	9	10
80	0.9	9	10
81	1.0	10	10
82	1.0	10	10
83	1.0	10	10
84	1.0	10	10
85	0.7	7	10
86	1.0	10	10
87	1.0	10	10
88	0.9	9	10
89	1.0	10	10
90	1.0	10	10
91	1.0	10	10
92	0.6	6	10
93	0.9	9	10
94	0.9	9	10
95	1.0	10	10
96	0.9	9	10
97	1.0	10	10
98	0.8	8	10
99	0.9	9	10
100	0.9	9	10
141	0.8	8	10
142	0.9	9	10
143	0.9	9	10
144	0.8	8	10
145	1.0	10	10
146	1.0	6	6
147	1.0	10	10
148	1.0	10	10
149	0.9	9	10
150	1.0	10	10
151	0.6	6	10
152	0.9	9	10
153	0.9	9	10
154	1.0	10	10
155	0.9	9	10
156	1.0	10	10
157	0.9	9	10
158	1.0	10	10
159	1.0	10	10
160	1.0	10	10
161	0.8	8	10
162	0.9	9	10
163	0.9	9	10
164	0.9	9	10
165	0.8	8	10
